,ref_url,submitter_name,submitter_email,submitter_institution,generation_date,method,smiles,ref_mols,original ID,ID,ROMol,inchikey,tags,ref_pdb,alias,HIPPO ID,original SMILES
212,None,None,None,,None,None,,"cx1417a,cx1268a",cx1417a-cx1268a,cx1417a-cx1268a,<rdkit.Chem.rdchem.Mol object at 0x167f62b20>,XWFSLLRUMDZKFF-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx1417a-cx1268a,2333,CCOC(=O)c1c(C(N)=O)n[nH]c1C
213,None,None,None,,None,None,,"cx1338a,cx0399a",cx0399a-cx1338a,cx0399a-cx1338a,<rdkit.Chem.rdchem.Mol object at 0x167f62b90>,YAQMPFPCOKONTE-XPTSAGLGSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (DF) [batch2_adenine2]', 'raw']",cx0300a,cx0399a-cx1338a,2336,C[C@H]1CCCc2ccc3cc[nH]c3c2[C@H]1O
214,None,None,None,,None,None,,"cx0404a,cx0399a",cx0399a-cx0404a_copy,cx0399a-cx0404a_copy,<rdkit.Chem.rdchem.Mol object at 0x167f62c00>,MARKGWABDNPQBB-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx0399a-cx0404a_copy,2339,CN/C(=N/N)c1cc(COC)cc2cc[nH]c12
215,None,None,None,,None,None,,"cx0300a,cx0399a",cx0399a-cx0300a,cx0399a-cx0300a,<rdkit.Chem.rdchem.Mol object at 0x167f62c70>,ZZDYVGCKMGXMDI-LLVKDONJSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0399a-cx0300a,2344,CNC(=O)c1c2c(cc3c1=NC=C3)=CC(C(=O)N[C@@H]1CCC(=O)NC1)=N2
216,None,None,None,,None,None,,"cx1203a,cx1454a",cx1454a-cx1203a,cx1454a-cx1203a,<rdkit.Chem.rdchem.Mol object at 0x167f62d50>,NCZOVCDTUUZEEA-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx1454a-cx1203a,2361,Cc1cc2ccccc2nc1N
217,None,None,None,,None,None,,"cx0553a,cx1454a",cx1454a-cx0553a,cx1454a-cx0553a,<rdkit.Chem.rdchem.Mol object at 0x167f62dc0>,BMGQHBWGLDDFQB-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx1454a-cx0553a,2364,C#Cc1c(C)nc(N)c(C)c1CC(N)=O
218,None,None,None,,None,None,,"cx0406a,cx1454a",cx1454a-cx0406a,cx1454a-cx0406a,<rdkit.Chem.rdchem.Mol object at 0x167f62e30>,KGYDYSJSBNBVTO-GXSJLCMTSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'butcher: phosphate', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx1454a-cx0406a,2367,Cc1nc(N)ccc1O[C@@H]1CCC[C@H]1CO
219,None,None,None,,None,None,,"cx0620a,cx1091a",cx1091a-cx0620a,cx1091a-cx0620a,<rdkit.Chem.rdchem.Mol object at 0x167f62ea0>,BELKKHSDFULCLW-ZDUSSCGKSA-N,"['pure_merges', 'fragmenstein', 'butcher: oxyanion', 'select (HA) [batch3_oxyanion]', 'raw']",cx0300a,cx1091a-cx0620a,2375,O=C1C(CCO)=CC2=C1CC[C@H](Cn1cnc3ccccc31)C2
220,None,None,None,,None,None,,"cx0522a,cx1091a",cx1091a-cx0522a,cx1091a-cx0522a,<rdkit.Chem.rdchem.Mol object at 0x167f62f10>,XVEXVZRWLIBDHE-UHFFFAOYSA-N,"['pure_merges', 'fragmenstein', 'butcher: oxyanion', 'select (HA) [batch3_oxyanion]', 'raw']",cx0300a,cx1091a-cx0522a,2376,CCN1c2cc(=O)n(CCO)cc2N(C)C(=O)c2cccnc21
221,None,None,None,,None,None,,"cx0540a,cx1091a",cx1091a-cx0540a,cx1091a-cx0540a,<rdkit.Chem.rdchem.Mol object at 0x167f62f80>,CNCNOCGXDJIOKP-UHFFFAOYSA-N,"['select (DF) [batch3_oxyanion]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'select (JA) [batch3_oxyanion]', 'raw']",cx0300a,cx1091a-cx0540a,2392,CC(C)(C(=O)COc1cccc(F)c1)c1ccn(CCO)c(=O)c1
222,None,None,None,,None,None,,"cx0300a,cx1091a",cx1091a-cx0300a,cx1091a-cx0300a,<rdkit.Chem.rdchem.Mol object at 0x167f62ff0>,MFKGJNVVGNXAPC-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx1091a-cx0300a,2401,O=C(Nc1cn(CCO)c(=O)cc1Br)c1cscn1
223,None,None,None,,None,None,,"cx1091a,cx0316a",cx1091a-cx0316a,cx1091a-cx0316a,<rdkit.Chem.rdchem.Mol object at 0x167f63060>,QQERROZMPKKQER-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx1091a-cx0316a,2409,CCc1nc(Cn2ccc(Br)cc2=O)no1
224,None,None,None,,None,None,,"cx1444a,cx0316a",cx0316a-cx1444a,cx0316a-cx1444a,<rdkit.Chem.rdchem.Mol object at 0x167f630d0>,SAGMUADGZHCREV-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx1444a,2421,O=c1ccccn1Cc1noc(CCc2nc3ccccc3[nH]2)n1
225,None,None,None,,None,None,,"cx0632a,cx0316a",cx0316a-cx0632a,cx0316a-cx0632a,<rdkit.Chem.rdchem.Mol object at 0x167f63140>,XZZIEIPBDBERLL-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx0632a,2422,CCc1nc(Cn2cc(C)c(Cc3cnn(-c4ccccc4)c3)cc2=O)no1
226,None,None,None,,None,None,,"cx0305a,cx0316a",cx0316a-cx0305a,cx0316a-cx0305a,<rdkit.Chem.rdchem.Mol object at 0x167f631b0>,HWALCSZPJSQWRX-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx0305a,2428,CCc1nc(Cn2cc(C(=O)Nc3cnccc3C)ccc2=O)no1
227,None,None,None,,None,None,,"cx1134a,cx0316a",cx0316a-cx1134a,cx0316a-cx1134a,<rdkit.Chem.rdchem.Mol object at 0x167f63220>,DFECMQYPBMNLBU-VIFPVBQESA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx1134a,2430,C[C@@H](CCc1nc(Cn2ccccc2=O)no1)C(N)=NO
228,None,None,None,,None,None,,"cx1440a,cx0316a",cx0316a-cx1440a,cx0316a-cx1440a,<rdkit.Chem.rdchem.Mol object at 0x167f63290>,RSHLBVXOFLDHTO-GFCCVEGCSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx1440a,2431,C[C@@H](c1nc(Cn2ccccc2=O)no1)c1cnc(N)c2ccccc12
229,None,None,None,,None,None,,"cx0585a,cx0316a",cx0316a-cx0585a,cx0316a-cx0585a,<rdkit.Chem.rdchem.Mol object at 0x167f63300>,BPLFMCKMVLSVDW-HXUWFJFHSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx0585a,2437,CCc1nc(CN2CC[C@@]3(CCN(C(=O)c4cccc(F)c4)C3)CC2=O)no1
230,None,None,None,,None,None,,"cx1410a,cx0316a",cx0316a-cx1410a,cx0316a-cx1410a,<rdkit.Chem.rdchem.Mol object at 0x167f63370>,OCIZHOWOTDTEMW-CKQAUIEASA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx1410a,2439,C[C@H]1c2onc(Cn3ccccc3=O)c2O[C@@]12CC[C@@H]1N[C@H](N)S[C@@H]1C2
231,None,None,None,,None,None,,"cx1075a,cx0316a",cx0316a-cx1075a,cx0316a-cx1075a,<rdkit.Chem.rdchem.Mol object at 0x167f63450>,CLALRKOIFPYRDV-SECBINFHSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx1075a,2441,C[C@@H](c1nc(Cn2ccccc2=O)no1)c1cnc(N)cc1Br
232,None,None,None,,None,None,,"cx0553a,cx0316a",cx0316a-cx0553a,cx0316a-cx0553a,<rdkit.Chem.rdchem.Mol object at 0x167f634c0>,GPZJEEYGFUVZKG-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx0553a,2445,CN(CC(N)=O)c1snc(CCc2nc(Cn3ccccc3=O)no2)c1C#N
233,None,None,None,,None,None,,"cx0300a,cx0316a",cx0316a-cx0300a,cx0316a-cx0300a,<rdkit.Chem.rdchem.Mol object at 0x167f63530>,NKYLISFCLISZIT-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx0300a,2446,CCc1nc(Cn2c(NC(=O)c3cscn3)cccc2=O)no1
234,None,None,None,,None,None,,"cx1454a,cx0316a",cx0316a-cx1454a,cx0316a-cx1454a,<rdkit.Chem.rdchem.Mol object at 0x167f635a0>,DEYCAJGWGSVJCX-SNVBAGLBSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx1454a,2457,C[C@H](c1ccc(N)nc1)c1nc(Cn2ccccc2=O)no1
235,None,None,None,,None,None,,"cx0316a,cx0505a",cx0316a-cx0505a,cx0316a-cx0505a,<rdkit.Chem.rdchem.Mol object at 0x167f63610>,MVBRVIJPXKWKTK-MPBGBICISA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx0316a-cx0505a,2460,CCc1nc(CN2CC[C@@]3(CC2=O)[C@@H](C)Oc2c(F)cccc2N3C(C)=O)no1
236,None,None,None,,None,None,,"cx1305a,cx0894a",cx0894a-cx1305a,cx0894a-cx1305a,<rdkit.Chem.rdchem.Mol object at 0x167f636f0>,AFCUYNSAPSJSMW-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx0894a-cx1305a,2469,On1cnc2c(Cl)cccc21
237,None,None,None,,None,None,,"cx0300a,cx0894a",cx0894a-cx0300a,cx0894a-cx0300a,<rdkit.Chem.rdchem.Mol object at 0x167f63760>,NMGWUATWTFMOJU-SSDOTTSWSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0894a-cx0300a,2481,O=C1CC[C@@H](NC(=O)c2csc3c(cc(Cl)c4ncnc43)n2)CN1
238,None,None,None,,None,None,,"cx1445a,cx0894a",cx0894a-cx1445a,cx0894a-cx1445a,<rdkit.Chem.rdchem.Mol object at 0x167f637d0>,CXRILINLDQBJHL-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx0894a-cx1445a,2485,On1cnc2cccc(Cl)c21
239,None,None,None,,None,None,,"cx0406a,cx0894a",cx0894a-cx0406a,cx0894a-cx0406a,<rdkit.Chem.rdchem.Mol object at 0x167f63840>,WHLDZOYDHAHKLT-DTWKUNHWSA-N,"['butcher: adenine', 'pure_merges', 'butcher: phosphate', 'fragmenstein', 'select (HA) [batch4_others]', 'butcher: oxyanion', 'raw']",cx0300a,cx0894a-cx0406a,2486,OC[C@@H]1CCC[C@H]1Nc1ccc2[nH]cnc2c1Cl
240,None,None,None,,None,None,,"cx0477a,cx1268a",cx1268a-cx0477a,cx1268a-cx0477a,<rdkit.Chem.rdchem.Mol object at 0x167f638b0>,QEYCHRIJAKTHEP-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (HA) [batch2_adenine2]', 'raw']",cx0300a,cx1268a-cx0477a,2498,Nc1nc(S(N)(=O)=O)n2c1cnn2CCO
241,None,None,None,,None,None,,"cx0316a,cx1268a",cx1268a-cx0316a,cx1268a-cx0316a,<rdkit.Chem.rdchem.Mol object at 0x167f63920>,ZDMYGDSMHGLFIX-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'fragmenstein', 'butcher: oxyanion', 'raw']",cx0300a,cx1268a-cx0316a,2507,O=c1ccccn1Cc1noc(Cc2ncc[nH]2)n1
242,None,None,None,,None,None,,"cx0760a,cx0505a",cx0505a-cx0760a,cx0505a-cx0760a,<rdkit.Chem.rdchem.Mol object at 0x167f63990>,XLASQQYAGIBQKG-HTQZYQBOSA-N,"['pure_merges', 'fragmenstein', 'butcher: oxyanion', 'select (HA) [batch3_oxyanion]', 'raw']",cx0300a,cx0505a-cx0760a,2514,CC(=O)N1c2cccc(F)c2C(=O)[C@H](C)[C@H]1C
243,None,None,None,,None,None,,"cx1118a,cx0505a",cx0505a-cx1118a,cx0505a-cx1118a,<rdkit.Chem.rdchem.Mol object at 0x167f63a00>,KCUYLFKBJCQPIS-PSLIRLAXSA-N,"['pure_merges', 'fragmenstein', 'butcher: oxyanion', 'select (HA) [batch3_oxyanion]', 'raw']",cx0300a,cx0505a-cx1118a,2517,CC(=O)N1c2cccc(F)c2O[C@H](C)[C@H]1c1cccc(O)n1
244,None,None,None,,None,None,,"cx0892a,cx1431a",cx1431a-cx0892a,cx1431a-cx0892a,<rdkit.Chem.rdchem.Mol object at 0x167f63a70>,USVHVZRVUCRRKV-UHFFFAOYSA-N,"['butcher: adenine', 'select (DF) [batch4_others]', 'pure_merges', 'butcher: phosphate', 'fragmenstein', 'select (HA) [batch4_others]', 'raw']",cx0300a,cx1431a-cx0892a,2548,Nc1cc2ccccc2c(Cc2cccs2)c1O
245,None,None,None,,None,None,,"cx1076a,cx1431a",cx1431a-cx1076a,cx1431a-cx1076a,<rdkit.Chem.rdchem.Mol object at 0x167f63ae0>,MBTYRZDRPHSJJS-UHFFFAOYSA-N,"['butcher: adenine', 'pure_merges', 'fragmenstein', 'select (DF) [batch2_adenine2]', 'raw']",cx0300a,cx1431a-cx1076a,2553,Nc1cnc2c(Br)cccc2c1
246,None,None,None,,None,None,,"cx0312a,cx0270a",cx0270a-cx0312a,cx0270a-cx0312a,<rdkit.Chem.rdchem.Mol object at 0x167f63b50>,INJSTVWIPZXNGJ-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx0312a,2743,CNC(=O)c1cn(CC(=O)N(C)C)c2ccccc12
247,None,None,None,,None,None,,"cx1260a,cx0270a",cx0270a-cx1260a,cx0270a-cx1260a,<rdkit.Chem.rdchem.Mol object at 0x167f63bc0>,GXJARPZGKFADOS-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx1260a,2761,CNC(=O)c1cn(C)c2ccc(N)cc12
248,None,None,None,,None,None,,"cx0894d,cx0270a",cx0270a-cx0894d,cx0270a-cx0894d,<rdkit.Chem.rdchem.Mol object at 0x167f63c30>,GNFBAQJUTMHLTB-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx0894d,2763,CNC(=O)c1cn(C)c2cc(Cl)ccc12
249,None,None,None,,None,None,,"cx0894e,cx0270a",cx0270a-cx0894e,cx0270a-cx0894e,<rdkit.Chem.rdchem.Mol object at 0x167f63ca0>,WXNCMUCDEAHMII-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx0894e,2764,CNC(=O)c1cn(C)c2c(Cl)c3nc[nH]c3cc12
250,None,None,None,,None,None,,"cx0270a,cx1268a",cx0270a-cx1268a,cx0270a-cx1268a,<rdkit.Chem.rdchem.Mol object at 0x167f63d10>,IFJGDXDECFZXKC-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx1268a,2776,Cn1cc(C(=O)NCS(=O)(=O)c2ncc[nH]2)c2ccccc21
251,None,None,None,,None,None,,"cx1338a,cx0270a",cx0270a-cx1338a,cx0270a-cx1338a,<rdkit.Chem.rdchem.Mol object at 0x167f63d80>,KFMQBLWKRFIPBE-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx1338a,2784,Cn1cc(CNCc2cccc3ccc(N)nc23)c2ccccc21
252,None,None,None,,None,None,,"cx1445d,cx0270a",cx0270a-cx1445d,cx0270a-cx1445d,<rdkit.Chem.rdchem.Mol object at 0x167f63df0>,BHSNIPGLENZPPW-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0270a-cx1445d,2800,CNC(=O)c1cn(C)c2c(O)c(C(N)=O)ccc12
253,None,None,None,,None,None,,"cx0289a,cx0864d",cx0289a-cx0864d,cx0289a-cx0864d,<rdkit.Chem.rdchem.Mol object at 0x167f63e60>,OYIAPMLQDFWTKP-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx0864d,2814,Nc1ccc(S(=O)(=O)Nc2ccc3cc(-c4ccn[nH]4)c[nH]c2-3)cc1
254,None,None,None,,None,None,,"cx0289a,cx0969a",cx0289a-cx0969a,cx0289a-cx0969a,<rdkit.Chem.rdchem.Mol object at 0x167f63ed0>,LNZBUKLTSPJBQX-RDBSUJKOSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx0969a,2820,N[C@H]1C=C[C@@H]2C1=CCCO[C@H]2CNc1ccccn1
255,None,None,None,,None,None,,"cx0289a,cx1271d",cx0289a-cx1271d,cx0289a-cx1271d,<rdkit.Chem.rdchem.Mol object at 0x167f63f40>,OROZIPSUGMATNY-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1271d,2833,Nc1ccc(S(=O)(=O)Nc2[nH]c(N)c3ccccc23)cc1
256,None,None,None,,None,None,,"cx0289a,cx1353b",cx0289a-cx1353b,cx0289a-cx1353b,<rdkit.Chem.rdchem.Mol object at 0x167f94040>,OEJIOENYRJJYTB-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1353b,2841,Nc1ccc(S(=O)(=O)Nc2cccc(N)n2)cc1
257,None,None,None,,None,None,,"cx0289a,cx1371b",cx0289a-cx1371b,cx0289a-cx1371b,<rdkit.Chem.rdchem.Mol object at 0x167f940b0>,UHUAQLPKGIXMRP-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1371b,2843,NC(=O)c1cc(Cl)cc(NS(=O)(=O)c2ccc(N)cc2)n1
258,None,None,None,,None,None,,"cx0289a,cx1379b",cx0289a-cx1379b,cx0289a-cx1379b,<rdkit.Chem.rdchem.Mol object at 0x167f94120>,IFERQXGJVWKAMM-YPMHNXCESA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1379b,2845,Nc1ccc(S(=O)(=O)N[C@H]2CC3=C(O[CH][CH]O3)[C@@H](CO)N2)cc1
259,None,None,None,,None,None,,"cx0289a,cx1431d",cx0289a-cx1431d,cx0289a-cx1431d,<rdkit.Chem.rdchem.Mol object at 0x167f94200>,QBZHSVOZXRMXDY-YPMHNXCESA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1431d,2854,Nc1ccc(S(=O)(=O)N[C@H]2CC3=C(CN2)NC[C@H]3N)cc1
260,None,None,None,,None,None,,"cx0289a,cx1440b",cx0289a-cx1440b,cx0289a-cx1440b,<rdkit.Chem.rdchem.Mol object at 0x167f94270>,JJNXHPKHZIRGNT-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1440b,2856,Nc1ccc(S(=O)(=O)Nc2cc3ccccc3c(N)n2)cc1
261,None,None,None,,None,None,,"cx0289a,cx1444a",cx0289a-cx1444a,cx0289a-cx1444a,<rdkit.Chem.rdchem.Mol object at 0x167f942e0>,WMAVVGHHCTWCET-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1444a,2859,Nc1ccc2c3c(cccc13)NCO[S@@H]2Nc1ccccn1
262,None,None,None,,None,None,,"cx0289a,cx1445b",cx0289a-cx1445b,cx0289a-cx1445b,<rdkit.Chem.rdchem.Mol object at 0x167f94350>,BXOMIYYNISMELG-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0289a-cx1445b,2861,NC(=O)c1cnc(NS(=O)(=O)c2ccc(N)cc2)cc1O
263,None,None,None,,None,None,,"cx0289a,cx0312a",cx0312a-cx0289a,cx0312a-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f943c0>,KQRREYLSTIQZCX-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0312a-cx0289a,2865,CN(C)C(=O)Cn1ncc2c(NS(=O)(=O)c3ccc(N)cc3)cccc21
264,None,None,None,,None,None,,"cx0399d,cx0312a",cx0312a-cx0399d,cx0312a-cx0399d,<rdkit.Chem.rdchem.Mol object at 0x167f94430>,JKHGQSZLADQCPM-VIFPVBQESA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0312a-cx0399d,2870,C[C@@H](C1=NC=c2ccc3c(c21)N=CC=3)C(O)(O)N(C)C
265,None,None,None,,None,None,,"cx0935a,cx0312a",cx0312a-cx0935a,cx0312a-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f944a0>,WLFMTZKZYACXSW-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0312a-cx0935a,2889,CN(C)C(=O)Cn1nc(CNc2ccc(O)cc2)c2ccccc21
266,None,None,None,,None,None,,"cx0312a,cx1213b",cx0312a-cx1213b,cx0312a-cx1213b,<rdkit.Chem.rdchem.Mol object at 0x167f94510>,OLQDFRKRSFBPML-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0312a-cx1213b,2901,CNNCc1cccc(NCCCN(C)C)c1
267,None,None,None,,None,None,,"cx0289a,cx0353a",cx0353a-cx0289a,cx0353a-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f94580>,GAWNBWKCEBKKAU-HXUWFJFHSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0353a-cx0289a,2941,C[N@+]([O-])(Nc1ccccn1)c1nccc2ccc(N)cc12
268,None,None,None,,None,None,,"cx0692a,cx0394a",cx0394a-cx0692a,cx0394a-cx0692a,<rdkit.Chem.rdchem.Mol object at 0x167f945f0>,GSFZRXHRTGDQNK-WYXGGORBSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0394a-cx0692a,3026,COCC(=O)N[C@H]1C[C@@H]2CC[C@@]3(NN(C)C[C@@]13C(N)=O)[C@H]2F
269,None,None,None,,None,None,,"cx0935a,cx0394a",cx0394a-cx0935a,cx0394a-cx0935a,<rdkit.Chem.rdchem.Mol object at 0x167f946d0>,ZFGFROZJWWXVOM-RKDXNWHRSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0394a-cx0935a,3038,COCC(=O)N[C@@H]1CC[C@@H](O)C2=C1CN(C)N2
270,None,None,None,,None,None,,"cx0289a,cx0399a",cx0399a-cx0289a,cx0399a-cx0289a,<rdkit.Chem.rdchem.Mol object at 0x167f94740>,IUYJGMKGEWUZKR-GUXCAODWSA-N,"['butcher: adenine', 'fragmenstein', 'select (HA) [arg144_pures]', 'select (DF) [arg144_pures]', 'arg144_pures', 'raw', 'butcher: arginine']",cx0270a,cx0399a-cx0289a,3088,CCc1cc[nH]c1[C@@H]1C[C@@H](CCCN)[C@](C)(Nc2ccccn2)C1=O
271,None,None,None,,None,None,,"cx0399b,cx0270a",cx0399b-cx0270a,cx0399b-cx0270a,<rdkit.Chem.rdchem.Mol object at 0x167f947b0>,UQJZJBUURJWCJN-UHFFFAOYSA-N,"['butcher: adenine', 'fragmenstein', 'select (DF) [arg144_pures]', 'arg144_pures', 'select (JA) [arg144_pures]', 'raw', 'butcher: arginine']",cx0270a,cx0399b-cx0270a,3145,CNC(=O)c1cn(C)c2c(C(=O)NC)cccc12
